ARCHIVO_ORIGEN,FECHA_REPORTE,OPERADOR,RG,UNIDAD,UBICACIÓN SALAS,TOTAL DE PERSONAS DETENIDAS EN INSTALACIONES POLICIALES Y URI,TOTAL DEL PERSONAL QUE CUSTODIA LOS DETENIDOS EN INSTALACIONES POLICIALES Y URI,DETENIDOS EN INSTALACIONES POLICIALES_CANTIDAD DE SALAS DEPTO O METRO_CANTIDAD DE SALAS DEPTO O METRO,DETENIDOS EN INSTALACIONES POLICIALES_CAPACIDAD DE LAS SALAS DEPTO O METRO_CAPACIDAD DE LAS SALAS DEPTO O METRO,DETENIDOS EN INSTALACIONES POLICIALES_IMPUTADOS CON MAS DE 12 MESES_IMPUTADOS CON MAS DE 12 MESES,DETENIDOS EN INSTALACIONES POLICIALES_TOTAL DE PERSONAS EN LAS SALAS_TOTAL DE PERSONAS EN LAS SALAS,DETENIDOS EN INSTALACIONES POLICIALES_CONDICIÓN_N° CONDENADOS,DETENIDOS EN INSTALACIONES POLICIALES_CONDICIÓN_N° IMPUTADOS,DETENIDOS EN INSTALACIONES POLICIALES_CONDICIÓN_CUANTOS NO TIENEN LA DOCUMENTACIÓN COMPLETA PARA TRASLADO A CENTRO CARCELARIO,DETENIDOS EN INSTALACIONES POLICIALES_CONDICIÓN_CUANTOS LLEVAN MAS DE 36 HORAS,"DETENIDOS EN INSTALACIONES POLICIALES_CONDICIÓN_# DE PERSONAS CON MEDIDA NO INTRA MURAL (CASA POR CÁRCEL), QUE SE ENCUENTRAN AÚN EN LAS INSTALACIONES",DETENIDOS EN INSTALACIONES POLICIALES_GENERO_M,DETENIDOS EN INSTALACIONES POLICIALES_GENERO_F,DETENIDOS EN INSTALACIONES POLICIALES_GENERO_LGBTI,DETENIDOS EN INSTALACIONES POLICIALES_PARTE PERSONAL QUE CUSTODIA LOS DETENIDOS_OF,DETENIDOS EN INSTALACIONES POLICIALES_PARTE PERSONAL QUE CUSTODIA LOS DETENIDOS_M/E,DETENIDOS EN INSTALACIONES POLICIALES_PARTE PERSONAL QUE CUSTODIA LOS DETENIDOS_PT/AG,DETENIDOS EN INSTALACIONES POLICIALES_PARTE PERSONAL QUE CUSTODIA LOS DETENIDOS_AUX,DETENIDOS EN INSTALACIONES POLICIALES_PARTE PERSONAL QUE CUSTODIA LOS DETENIDOS_TOTAL,DETENIDOS EN INSTALACIONES POLICIALES_CANTIDAD DE CONDICIÓNES MÉDICAS (ESPECIALES)_CANTIDAD DE CONDICIÓNES MÉDICAS (ESPECIALES),DETENIDOS EN INSTALACIONES POLICIALES_ALIMENTACIÓN A CARGO DE_ALCALDÍA,DETENIDOS EN INSTALACIONES POLICIALES_ALIMENTACIÓN A CARGO DE_POLICÍA,DETENIDOS EN INSTALACIONES POLICIALES_ALIMENTACIÓN A CARGO DE_INPEC,DETENIDOS EN INSTALACIONES POLICIALES_ALIMENTACIÓN A CARGO DE_FAMILIARES,DETENIDOS EN INSTALACIONES POLICIALES_# DE EXTRANJEROS EN INSTALACIONES POLICIALES_# DE EXTRANJEROS EN INSTALACIONES POLICIALES,DETENIDOS EN INSTALACIONES POLICIALES_# DE EXTRANJEROS ((VENEZOLANOS))_# DE EXTRANJEROS ((VENEZOLANOS)),DETENIDOS EN INSTALACIONES POLICIALES_CONDICIÓN_N° CONDENADOS_1,DETENIDOS EN INSTALACIONES POLICIALES_CONDICIÓN_N° IMPUTADOS_1,DETENIDOS EN INSTALACIONES POLICIALES_GENERO_M_1,DETENIDOS EN INSTALACIONES POLICIALES_GENERO_F_1,DETENIDOS EN INSTALACIONES POLICIALES_GENERO_LGBTI_1,DETENIDOS EN INSTALACIONES POLICIALES_CANTIDAD DE CONDICIÓNES MÉDICAS (ESPECIALES CAPTURADOS (VENEZOLANOS))_CANTIDAD DE CONDICIÓNES MÉDICAS (ESPECIALES CAPTURADOS (VENEZOLANOS)),"DETENIDOS EN INSTALACIONES ""URI""_CANTIDAD DE SALAS DEPTO O METRO_CANTIDAD DE SALAS DEPTO O METRO","DETENIDOS EN INSTALACIONES ""URI""_CAPACIDAD DE LAS SALAS DEPTO O METRO_CAPACIDAD DE LAS SALAS DEPTO O METRO","DETENIDOS EN INSTALACIONES ""URI""_IMPUTADOS CON MAS DE 12 MESES_IMPUTADOS CON MAS DE 12 MESES","DETENIDOS EN INSTALACIONES ""URI""_TOTAL DE PERSONAS EN LAS SALAS_TOTAL DE PERSONAS EN LAS SALAS","DETENIDOS EN INSTALACIONES ""URI""_CONDICIÓN_N° CONDENADOS","DETENIDOS EN INSTALACIONES ""URI""_CONDICIÓN_N° IMPUTADOS","DETENIDOS EN INSTALACIONES ""URI""_CONDICIÓN_CUANTOS LLEVAN MAS DE 36 HORAS","DETENIDOS EN INSTALACIONES ""URI""_CONDICIÓN_# DE PERSONAS CON MEDIDA NO INTRA MURAL (CASA POR CÁRCEL), QUE SE ENCUENTRAN AÚN EN LAS INSTALACIONES","DETENIDOS EN INSTALACIONES ""URI""_CANTIDAD DE CONDICIÓNES MÉDICAS (ESPECIALES)_CANTIDAD DE CONDICIÓNES MÉDICAS (ESPECIALES)","DETENIDOS EN INSTALACIONES ""URI""_GENERO_M","DETENIDOS EN INSTALACIONES ""URI""_GENERO_F","DETENIDOS EN INSTALACIONES ""URI""_GENERO_LGBTI","DETENIDOS EN INSTALACIONES ""URI""_PARTE PERSONAL QUE CUSTODIA LOS DETENIDOS_OF","DETENIDOS EN INSTALACIONES ""URI""_PARTE PERSONAL QUE CUSTODIA LOS DETENIDOS_M/E","DETENIDOS EN INSTALACIONES ""URI""_PARTE PERSONAL QUE CUSTODIA LOS DETENIDOS_PT/AG","DETENIDOS EN INSTALACIONES ""URI""_PARTE PERSONAL QUE CUSTODIA LOS DETENIDOS_AUX","DETENIDOS EN INSTALACIONES ""URI""_PARTE PERSONAL QUE CUSTODIA LOS DETENIDOS_TOTAL","DETENIDOS EN INSTALACIONES ""URI""_# DE EXTRANJEROS EN URI_# DE EXTRANJEROS EN URI","DETENIDOS EN INSTALACIONES ""URI""_# DE EXTRANJEROS ((VENEZOLANOS))_# DE EXTRANJEROS ((VENEZOLANOS))","DETENIDOS EN INSTALACIONES ""URI""_CONDICIÓN_N° CONDENADOS_1","DETENIDOS EN INSTALACIONES ""URI""_CONDICIÓN_N° IMPUTADOS_1","DETENIDOS EN INSTALACIONES ""URI""_GENERO_M_1","DETENIDOS EN INSTALACIONES ""URI""_GENERO_F_1","DETENIDOS EN INSTALACIONES ""URI""_GENERO_LGBTI_1","DETENIDOS EN INSTALACIONES ""URI""_CANTIDAD DE CONDICIÓNES MÉDICAS (ESPECIALES CAPTURADOS (VENEZOLANOS))_CANTIDAD DE CONDICIÓNES MÉDICAS (ESPECIALES CAPTURADOS (VENEZOLANOS))"
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 7,DEGUV,SAN JOSE,17,3,1,11,0,17,2,15,0,17,0,15,2,0,0,0,3,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 7,DEGUV,MAPIRIPAN,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 7,DEGUV,MIRAFLORES,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 7,DEGUV,CALAMAR,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 7,DEGUV,RETORNO,3,1,1,4,0,3,1,2,0,3,0,3,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 7,DEGUV,PUERTO CONCORDIA,1,1,1,4,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 7,DEGUN,INIRIDA,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 7,DEVAU,MITU,1,1,1,5,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 7,DEVIC,PRIMAVERA,2,2,1,2,0,2,0,2,0,2,0,2,0,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 7,DEVIC,CUMARIBO,1,2,1,2,0,1,0,1,0,1,0,1,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 7,DEVIC,SANTA ROSALIA,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 7,DEVIC,PUERTO CARRENO,1,2,1,2,0,1,0,1,0,1,0,1,0,0,0,0,1,1,2,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 7,MEVIL,URI,102,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,60,0,102,1,101,72,0,0,102,0,0,0,2,4,0,6,1,1,0,1,1,0,0,1
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 7,MEVIL,DISTRITO 1,173,18,4,30,58,173,3,170,100,173,0,136,35,2,0,6,12,0,18,0,0,0,173,0,11,11,1,10,10,1,0,0,4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 7,MEVIL,CP3,130,8,6,40,34,130,1,129,85,115,0,129,0,1,0,2,6,0,8,0,0,0,130,0,4,4,0,4,4,0,0,0,4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 7,MEVIL,FUNDADORES,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 7,MEVIL,ACACIAS,17,4,1,8,15,17,1,16,17,17,0,17,0,0,0,2,2,0,4,0,0,0,17,0,2,2,0,2,2,0,0,0,4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 7,MEVIL,RESTREPO,9,2,1,2,5,9,0,9,9,9,0,9,0,0,0,0,2,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 7,MEVIL,CUMARAL,7,2,3,8,3,7,0,7,7,7,0,7,0,0,0,0,2,0,2,0,0,0,7,0,2,2,0,2,2,0,0,0,4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEATA,SABANALARGA,27,1,1,15,0,27,0,27,10,27,0,27,0,0,0,0,1,0,1,0,0,0,0,27,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEATA,LURUACO,3,1,1,3,0,3,0,3,1,3,0,3,0,0,0,0,1,0,1,0,0,0,0,3,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEATA,MANATI,1,1,1,3,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEATA,REPELON,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEATA,BARANOA,7,1,1,4,0,7,0,7,7,7,0,7,0,0,0,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEATA,PIOJO,5,1,1,7,0,5,0,5,2,5,0,5,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEATA,USIACURI,4,1,1,3,0,4,0,4,1,4,0,4,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEATA,JUAN DE ACOSTA,1,1,1,8,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEATA,TUBARA,3,1,1,3,0,3,0,3,3,2,0,3,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEATA,SABANAGRANDE,7,1,1,3,0,7,0,7,2,7,0,7,0,0,0,0,1,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEATA,SANTO TOMAS,19,1,1,9,0,19,0,19,10,19,0,19,0,0,0,0,1,0,1,0,0,0,0,19,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEATA,POLONUEVO,6,1,1,2,0,6,0,6,2,6,0,6,0,0,0,0,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEATA,PALMAR DE VARELA,16,1,1,6,0,16,0,16,6,16,0,12,4,0,0,0,1,0,1,0,0,0,0,16,3,3,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEATA,PONEDERA,2,1,1,2,0,2,0,2,1,2,0,2,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEATA,CAMPO DE LA CRUZ,5,1,1,2,0,5,0,5,1,5,0,5,0,0,0,0,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEATA,SANTA LUCIA,5,1,1,2,0,5,0,5,2,3,0,5,0,0,0,0,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEATA,SUAN,1,1,1,2,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEBOL,ARJONA,21,1,1,4,5,21,0,21,0,21,0,21,0,0,0,0,1,0,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEBOL,VILLANUEVA,3,1,1,5,0,3,0,3,0,3,0,3,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEBOL,SAN ESTANISLAO,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEBOL,SAN JUAN NEPOMUCENO,9,2,1,7,2,9,0,9,0,9,0,9,0,0,0,0,2,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEBOL,CALAMAR,3,1,1,3,0,3,0,3,0,3,0,3,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEBOL,MARIA LA BAJA,6,1,1,6,0,6,0,6,0,6,0,6,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEBOL,EL CARMEN DE BOLIVAR,34,1,1,4,34,34,0,34,0,34,0,34,0,0,0,0,1,0,1,0,0,0,0,34,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEBOL,SAN JACINTO,6,1,1,3,6,6,1,5,0,6,0,1,5,0,0,0,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEBOL,ZAMBRANO,2,1,1,2,2,2,0,2,2,2,0,2,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEBOL,CORDOBA,6,1,1,2,3,6,0,6,1,6,0,6,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEBOL,MAGANGUE,78,4,2,17,0,78,0,78,0,78,0,76,2,0,0,0,1,3,4,6,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEBOL,SAN FERNANDO,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEBOL,MOMPOX,16,1,2,4,4,16,1,15,0,16,0,16,0,0,0,0,1,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEBOL,CICUCO,4,1,1,2,0,4,0,4,0,4,0,4,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEBOL,TALAIGUA,4,1,1,2,0,4,0,4,0,4,0,4,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEBOL,HATILLO DE LOBA,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEBOL,EL PENON,3,1,1,5,0,3,0,3,3,3,0,3,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEBOL,BARRANCO DE LOBA,4,1,1,8,3,4,0,4,0,4,0,4,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEBOL,TIQUISIO,2,1,1,4,0,2,2,0,0,2,0,2,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEBOL,REGIDOR,2,1,1,4,0,2,0,2,0,2,0,2,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEBOL,ALTOS DEL ROSARIO,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEBOL,SAN MARTIN DE LOBA,5,1,1,4,1,5,1,4,0,5,0,4,1,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 23012024 IT. AYALA.xlsx,2024-01-23,AYALA,RG 8,DEBOL,SOPLAVIENTO,1,1,1,2,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
