ARCHIVO_ORIGEN,FECHA_REPORTE,OPERADOR,RG,UNIDAD,UBICACIÓN SALAS,TOTAL DE PERSONAS DETENIDAS EN INSTALACIONES POLICIALES Y URI,TOTAL DEL PERSONAL QUE CUSTODIA LOS DETENIDOS EN INSTALACIONES POLICIALES Y URI,DETENIDOS EN INSTALACIONES POLICIALES_CANTIDAD DE SALAS DEPTO O METRO_CANTIDAD DE SALAS DEPTO O METRO,DETENIDOS EN INSTALACIONES POLICIALES_CAPACIDAD DE LAS SALAS DEPTO O METRO_CAPACIDAD DE LAS SALAS DEPTO O METRO,DETENIDOS EN INSTALACIONES POLICIALES_IMPUTADOS CON MAS DE 12 MESES_IMPUTADOS CON MAS DE 12 MESES,DETENIDOS EN INSTALACIONES POLICIALES_TOTAL DE PERSONAS EN LAS SALAS_TOTAL DE PERSONAS EN LAS SALAS,DETENIDOS EN INSTALACIONES POLICIALES_CONDICIÓN_N° CONDENADOS,DETENIDOS EN INSTALACIONES POLICIALES_CONDICIÓN_N° IMPUTADOS,DETENIDOS EN INSTALACIONES POLICIALES_CONDICIÓN_CUANTOS NO TIENEN LA DOCUMENTACIÓN COMPLETA PARA TRASLADO A CENTRO CARCELARIO,DETENIDOS EN INSTALACIONES POLICIALES_CONDICIÓN_CUANTOS LLEVAN MAS DE 36 HORAS,"DETENIDOS EN INSTALACIONES POLICIALES_CONDICIÓN_# DE PERSONAS CON MEDIDA NO INTRA MURAL (CASA POR CÁRCEL), QUE SE ENCUENTRAN AÚN EN LAS INSTALACIONES",DETENIDOS EN INSTALACIONES POLICIALES_GENERO_M,DETENIDOS EN INSTALACIONES POLICIALES_GENERO_F,DETENIDOS EN INSTALACIONES POLICIALES_GENERO_LGBTI,DETENIDOS EN INSTALACIONES POLICIALES_PARTE PERSONAL QUE CUSTODIA LOS DETENIDOS_OF,DETENIDOS EN INSTALACIONES POLICIALES_PARTE PERSONAL QUE CUSTODIA LOS DETENIDOS_M/E,DETENIDOS EN INSTALACIONES POLICIALES_PARTE PERSONAL QUE CUSTODIA LOS DETENIDOS_PT/AG,DETENIDOS EN INSTALACIONES POLICIALES_PARTE PERSONAL QUE CUSTODIA LOS DETENIDOS_AUX,DETENIDOS EN INSTALACIONES POLICIALES_PARTE PERSONAL QUE CUSTODIA LOS DETENIDOS_TOTAL,DETENIDOS EN INSTALACIONES POLICIALES_CANTIDAD DE CONDICIÓNES MÉDICAS (ESPECIALES)_CANTIDAD DE CONDICIÓNES MÉDICAS (ESPECIALES),DETENIDOS EN INSTALACIONES POLICIALES_ALIMENTACIÓN A CARGO DE_ALCALDÍA,DETENIDOS EN INSTALACIONES POLICIALES_ALIMENTACIÓN A CARGO DE_POLICÍA,DETENIDOS EN INSTALACIONES POLICIALES_ALIMENTACIÓN A CARGO DE_INPEC,DETENIDOS EN INSTALACIONES POLICIALES_ALIMENTACIÓN A CARGO DE_FAMILIARES,DETENIDOS EN INSTALACIONES POLICIALES_# DE EXTRANJEROS EN INSTALACIONES POLICIALES_# DE EXTRANJEROS EN INSTALACIONES POLICIALES,DETENIDOS EN INSTALACIONES POLICIALES_# DE EXTRANJEROS ((VENEZOLANOS))_# DE EXTRANJEROS ((VENEZOLANOS)),DETENIDOS EN INSTALACIONES POLICIALES_CONDICIÓN_N° CONDENADOS_1,DETENIDOS EN INSTALACIONES POLICIALES_CONDICIÓN_N° IMPUTADOS_1,DETENIDOS EN INSTALACIONES POLICIALES_GENERO_M_1,DETENIDOS EN INSTALACIONES POLICIALES_GENERO_F_1,DETENIDOS EN INSTALACIONES POLICIALES_GENERO_LGBTI_1,DETENIDOS EN INSTALACIONES POLICIALES_CANTIDAD DE CONDICIÓNES MÉDICAS (ESPECIALES CAPTURADOS (VENEZOLANOS))_CANTIDAD DE CONDICIÓNES MÉDICAS (ESPECIALES CAPTURADOS (VENEZOLANOS)),"DETENIDOS EN INSTALACIONES ""URI""_CANTIDAD DE SALAS DEPTO O METRO_CANTIDAD DE SALAS DEPTO O METRO","DETENIDOS EN INSTALACIONES ""URI""_CAPACIDAD DE LAS SALAS DEPTO O METRO_CAPACIDAD DE LAS SALAS DEPTO O METRO","DETENIDOS EN INSTALACIONES ""URI""_IMPUTADOS CON MAS DE 12 MESES_IMPUTADOS CON MAS DE 12 MESES","DETENIDOS EN INSTALACIONES ""URI""_TOTAL DE PERSONAS EN LAS SALAS_TOTAL DE PERSONAS EN LAS SALAS","DETENIDOS EN INSTALACIONES ""URI""_CONDICIÓN_N° CONDENADOS","DETENIDOS EN INSTALACIONES ""URI""_CONDICIÓN_N° IMPUTADOS","DETENIDOS EN INSTALACIONES ""URI""_CONDICIÓN_CUANTOS LLEVAN MAS DE 36 HORAS","DETENIDOS EN INSTALACIONES ""URI""_CONDICIÓN_# DE PERSONAS CON MEDIDA NO INTRA MURAL (CASA POR CÁRCEL), QUE SE ENCUENTRAN AÚN EN LAS INSTALACIONES","DETENIDOS EN INSTALACIONES ""URI""_CANTIDAD DE CONDICIÓNES MÉDICAS (ESPECIALES)_CANTIDAD DE CONDICIÓNES MÉDICAS (ESPECIALES)","DETENIDOS EN INSTALACIONES ""URI""_GENERO_M","DETENIDOS EN INSTALACIONES ""URI""_GENERO_F","DETENIDOS EN INSTALACIONES ""URI""_GENERO_LGBTI","DETENIDOS EN INSTALACIONES ""URI""_PARTE PERSONAL QUE CUSTODIA LOS DETENIDOS_OF","DETENIDOS EN INSTALACIONES ""URI""_PARTE PERSONAL QUE CUSTODIA LOS DETENIDOS_M/E","DETENIDOS EN INSTALACIONES ""URI""_PARTE PERSONAL QUE CUSTODIA LOS DETENIDOS_PT/AG","DETENIDOS EN INSTALACIONES ""URI""_PARTE PERSONAL QUE CUSTODIA LOS DETENIDOS_AUX","DETENIDOS EN INSTALACIONES ""URI""_PARTE PERSONAL QUE CUSTODIA LOS DETENIDOS_TOTAL","DETENIDOS EN INSTALACIONES ""URI""_# DE EXTRANJEROS EN URI_# DE EXTRANJEROS EN URI","DETENIDOS EN INSTALACIONES ""URI""_# DE EXTRANJEROS ((VENEZOLANOS))_# DE EXTRANJEROS ((VENEZOLANOS))","DETENIDOS EN INSTALACIONES ""URI""_CONDICIÓN_N° CONDENADOS_1","DETENIDOS EN INSTALACIONES ""URI""_CONDICIÓN_N° IMPUTADOS_1","DETENIDOS EN INSTALACIONES ""URI""_GENERO_M_1","DETENIDOS EN INSTALACIONES ""URI""_GENERO_F_1","DETENIDOS EN INSTALACIONES ""URI""_GENERO_LGBTI_1","DETENIDOS EN INSTALACIONES ""URI""_CANTIDAD DE CONDICIÓNES MÉDICAS (ESPECIALES CAPTURADOS (VENEZOLANOS))_CANTIDAD DE CONDICIÓNES MÉDICAS (ESPECIALES CAPTURADOS (VENEZOLANOS))"
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 6,MEVAL,LAURELES,144,16,4,30,28,144,30,114,6,144,3,144,0,0,0,4,12,0,16,0,0,0,144,0,26,26,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 6,MEVAL,BELEN,132,3,1,20,125,132,21,111,0,132,0,132,0,0,0,0,3,0,3,0,0,0,132,0,14,14,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 6,MEVAL,SUB ALTA VISTA,14,3,1,10,14,14,2,12,0,14,0,0,0,14,0,0,3,0,3,0,0,0,14,0,7,7,2,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 6,MEVAL,SAN ANTONIO DE PRADO,45,3,1,20,0,45,8,37,2,45,0,45,0,0,0,0,3,0,3,0,0,0,45,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 6,MEVAL,SIJIN,253,6,1,20,36,253,15,238,0,253,7,252,0,1,0,1,5,0,6,0,0,0,253,0,28,28,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 6,MEVAL,BELLO,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 6,MEVAL,COPACABANA,18,3,1,5,4,18,2,16,1,18,3,0,18,0,0,0,3,0,3,0,0,0,18,0,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 6,MEVAL,GIRARDOTA,14,3,1,15,14,14,2,12,0,14,0,14,0,0,0,0,3,0,3,0,0,0,14,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 6,MEVAL,ITAGUI,162,9,2,20,13,87,6,81,7,80,0,86,0,1,0,1,6,0,7,0,0,0,87,0,32,32,20,12,32,0,0,0,2,20,12,75,13,62,75,2,0,75,0,0,0,1,1,0,2,9,9,2,7,9,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 6,MEVAL,ENVIGADO,22,6,1,10,5,22,10,12,0,22,0,22,0,0,0,3,3,0,6,0,0,0,22,0,6,6,0,6,6,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 6,MEVAL,SABANETA,36,3,1,10,0,36,4,32,0,36,1,35,0,1,0,0,3,0,3,0,0,0,36,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 6,MEVAL,ESTRELLA,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 6,MEVAL,CALDAS,48,3,3,10,9,48,11,37,0,48,0,48,0,0,0,0,3,0,3,1,0,0,48,0,9,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 6,MEVAL,AREA MEVAL,311,16,16,18,0,311,30,281,0,311,3,311,0,0,0,1,15,0,16,2,0,0,311,0,15,15,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 6,MEVAL,URI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DECAS,URI YOPAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DECAS,YOPAL,115,2,1,20,0,115,0,115,0,115,0,115,0,0,0,0,2,0,2,0,0,0,115,0,9,9,0,9,9,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DECAS,AGUAZUL,11,2,2,10,0,11,0,11,0,11,0,10,1,0,0,0,0,2,2,0,11,0,0,0,1,1,0,1,1,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DECAS,MANI,6,2,2,8,0,6,0,6,0,6,0,6,0,0,0,0,0,2,2,0,6,0,0,0,1,1,0,1,1,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DECAS,TAURAMENA,1,2,2,4,0,1,0,1,0,1,0,1,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DECAS,MONTERREY,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DECAS,SABANALARGA,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DECAS,VILLANUEVA,35,2,1,10,0,35,0,35,0,35,0,35,0,0,0,0,2,0,2,0,35,0,0,0,6,6,0,6,6,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DECAS,PAZ DE ARIPORO,33,1,1,6,0,33,0,33,0,33,0,33,0,0,0,1,0,0,1,0,0,0,33,0,4,4,0,4,4,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DECAS,HATO COROZAL,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DECAS,PORE,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DECAS,TAMARA,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DECAS,TRINIDAD,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DECAS,SAN LUIS DE PALENQUE,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DECAS,OROCUE,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DECAS,CHAPARRERA,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DEMET,CASTILLA,3,4,5,10,1,3,0,3,0,3,0,3,0,0,0,0,4,0,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DEMET,SAN MARTIN,7,9,5,8,0,7,0,7,0,6,0,7,0,0,0,0,9,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DEMET,GRANADA,39,12,6,12,4,39,3,36,0,39,0,39,0,0,0,0,3,9,12,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DEMET,VISTA HERMOSA,9,8,2,4,0,9,1,8,0,8,0,7,2,0,0,0,8,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DEMET,CABUYARO,23,6,6,16,3,23,2,21,0,23,0,22,1,0,0,2,4,0,6,0,23,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DEMET,PUERTO GAITAN,18,3,3,9,1,18,0,18,0,13,0,18,0,0,0,2,0,1,3,0,18,0,0,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DEGUV,SAN JOSE,9,1,1,11,0,9,1,8,4,9,0,9,0,0,0,0,1,0,1,0,0,0,9,0,3,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DEGUV,MAPIRIPAN,1,1,1,2,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DEGUV,MIRAFLORES,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DEGUV,CALAMAR,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DEGUV,RETORNO,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DEGUV,PUERTO CONCORDIA,3,1,1,4,0,3,1,2,0,3,0,3,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DEGUN,INIRIDA,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DEVAU,MITU,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DEVIC,PRIMAVERA,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DEVIC,CUMARIBO,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DEVIC,SANTA ROSALIA,2,2,1,2,0,2,1,1,0,0,0,2,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,DEVIC,PUERTO CARRENO,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,MEVIL,URI,119,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,60,0,119,0,119,119,0,0,119,0,0,0,2,3,0,5,12,12,2,10,12,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,MEVIL,DISTRITO 1,153,18,4,30,20,153,3,150,11,153,0,122,31,0,0,6,12,0,18,0,0,0,153,0,11,11,2,9,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,MEVIL,CP3,152,8,6,40,8,152,5,147,5,152,0,151,0,1,0,2,6,0,8,0,0,0,152,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,MEVIL,FUNDADORES,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,MEVIL,ACACIAS,11,4,1,8,2,11,0,11,8,8,0,11,0,0,0,2,2,0,4,0,0,0,11,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,MEVIL,RESTREPO,12,2,1,2,0,12,1,11,11,11,0,12,0,0,0,0,2,0,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 7,MEVIL,CUMARAL,14,2,3,8,2,14,3,11,7,7,0,14,0,0,0,0,2,0,2,0,0,0,14,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 8,DEATA,SABANALARGA,26,1,1,15,1,26,0,26,10,26,0,26,0,0,0,0,1,0,1,0,0,0,0,26,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALA DE DETENIDOS DÍA 10032025 PT. DÁVILA.xlsx,2025-03-10,DAVILA,RG 8,DEATA,LURUACO,6,1,1,3,1,6,0,6,2,6,0,6,0,0,0,0,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
